Mobile_Device,Rating,sentiment_label,sentiment_score,positive_probability,neutral_probability,negative_probability,rating_norm,satisfaction_score,score_agreement,review_len,Date,Additional_Information
Samsung Galaxy S26 Ultra,5,positive,0.9909,0.985,0.0118,0.0032,1.0,99.8,1,158,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9895,0.9828,0.0133,0.0039,1.0,99.72,1,158,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9811,0.9675,0.0274,0.0052,1.0,99.25,1,155,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9877,0.98,0.0154,0.0047,1.0,99.62,1,155,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9897,0.9843,0.0108,0.0049,1.0,99.73,1,138,1 week ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9889,0.9823,0.0131,0.0046,1.0,99.69,1,133,1 week ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9894,0.9827,0.0135,0.0039,1.0,99.71,1,146,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9918,0.9865,0.0105,0.0029,1.0,99.85,1,111,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9634,0.9371,0.0526,0.0104,1.0,98.26,1,110,4 days ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9857,0.9761,0.0191,0.0048,1.0,99.51,1,149,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9874,0.9794,0.016,0.0046,1.0,99.6,1,134,1 week ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9934,0.9896,0.0077,0.0028,1.0,99.94,1,108,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9673,0.9412,0.0522,0.0066,1.0,98.48,1,108,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9861,0.977,0.0183,0.0047,1.0,99.53,1,137,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9908,0.9852,0.0112,0.0036,1.0,99.79,1,106,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,2,negative,0.1077,0.0287,0.1579,0.8134,0.25,16.03,1,2811,3 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9911,0.9856,0.0109,0.0035,1.0,99.81,1,142,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9897,0.9834,0.0126,0.004,1.0,99.73,1,138,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,3,negative,0.1025,0.0247,0.1557,0.8197,0.5,27.18,1,1561,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9934,0.9897,0.0075,0.0029,1.0,99.94,1,100,5 days ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9923,0.9875,0.0096,0.0029,1.0,99.88,1,134,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.8364,0.7483,0.1762,0.0755,1.0,91.15,1,97,4 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9931,0.9886,0.0092,0.0023,1.0,99.92,1,96,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.8751,0.782,0.1863,0.0317,1.0,93.32,1,148,3 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9937,0.9904,0.0067,0.003,1.0,99.96,1,95,4 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9912,0.9866,0.0093,0.0041,1.0,99.82,1,131,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.994,0.9909,0.0061,0.0029,1.0,99.97,1,116,,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9856,0.9776,0.0162,0.0063,1.0,99.5,1,151,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9932,0.9893,0.0078,0.0029,1.0,99.93,1,93,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9683,0.9453,0.0461,0.0086,1.0,98.53,1,130,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9925,0.9884,0.0083,0.0033,1.0,99.89,1,130,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9923,0.988,0.0087,0.0033,1.0,99.88,1,128,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9937,0.9903,0.0068,0.0029,1.0,99.96,1,92,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9921,0.9874,0.0094,0.0032,1.0,99.87,1,91,4 days ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9916,0.9873,0.0086,0.0041,1.0,99.84,1,105,1 week ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9885,0.9792,0.0187,0.0021,1.0,99.66,1,127,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,negative,0.3254,0.1972,0.2564,0.5464,1.0,62.55,0,89,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.8647,0.7813,0.1668,0.0519,1.0,92.74,1,124,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9921,0.9882,0.0079,0.0039,1.0,99.87,1,121,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9732,0.953,0.0404,0.0066,1.0,98.81,1,121,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9924,0.9878,0.0091,0.0031,1.0,99.88,1,117,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,4,positive,0.9662,0.9407,0.051,0.0083,0.75,86.97,1,185,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9891,0.9813,0.0155,0.0032,1.0,99.7,1,87,4 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.992,0.9875,0.009,0.0035,1.0,99.86,1,126,2 weeks ago,Incentivized | Verified Purchaser | Owned for less than 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9898,0.9835,0.0128,0.0038,1.0,99.74,1,119,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9386,0.9022,0.0728,0.025,1.0,96.87,1,105,1 week ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9872,0.979,0.0164,0.0046,1.0,99.59,1,120,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9901,0.9848,0.0106,0.0046,1.0,99.75,1,119,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9932,0.9895,0.0074,0.0031,1.0,99.93,1,83,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9911,0.9853,0.0115,0.0032,1.0,99.81,1,80,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9783,0.9633,0.03,0.0067,1.0,99.09,1,113,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.99,0.9839,0.0122,0.0039,1.0,99.75,1,81,4 days ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9922,0.9876,0.0092,0.0033,1.0,99.87,1,114,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9832,0.9728,0.0209,0.0063,1.0,99.37,1,113,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9888,0.9837,0.0104,0.006,1.0,99.68,1,110,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9913,0.9871,0.0083,0.0046,1.0,99.82,1,99,1 week ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.98,0.9667,0.0265,0.0068,1.0,99.19,1,76,4 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9904,0.985,0.0109,0.0041,1.0,99.77,1,110,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9888,0.9805,0.0168,0.0028,1.0,99.68,1,109,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.6797,0.456,0.4473,0.0966,1.0,82.38,1,110,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,4,positive,0.6034,0.4647,0.2773,0.258,0.75,66.66,1,165,3 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9838,0.9714,0.025,0.0037,1.0,99.4,1,73,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.993,0.9889,0.0082,0.003,1.0,99.92,1,107,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9911,0.9865,0.0091,0.0044,1.0,99.81,1,92,1 week ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9906,0.9847,0.012,0.0034,1.0,99.78,1,71,5 days ago,Incentivized | Verified Purchaser
Samsung Galaxy S26 Ultra,4,positive,0.9833,0.9718,0.0232,0.0051,0.75,87.93,1,188,1 week ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.8806,0.771,0.2192,0.0098,1.0,93.63,1,70,5 days ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9922,0.9874,0.0097,0.0029,1.0,99.87,1,104,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9924,0.9879,0.0089,0.0032,1.0,99.88,1,104,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9432,0.894,0.0984,0.0076,1.0,97.13,1,103,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9827,0.9705,0.0244,0.0051,1.0,99.34,1,98,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9914,0.9866,0.0095,0.0039,1.0,99.83,1,67,1 day ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9929,0.989,0.0079,0.0032,1.0,99.91,1,102,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9891,0.984,0.0103,0.0057,1.0,99.7,1,98,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9821,0.9681,0.028,0.0039,1.0,99.31,1,87,1 week ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9927,0.9881,0.0093,0.0026,1.0,99.9,1,99,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9914,0.9858,0.0112,0.0031,1.0,99.83,1,86,1 week ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9912,0.9865,0.0095,0.004,1.0,99.82,1,97,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.991,0.986,0.0099,0.0041,1.0,99.8,1,98,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9895,0.9832,0.0127,0.0041,1.0,99.72,1,64,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,4,neutral,0.5716,0.3567,0.4296,0.2136,0.75,64.88,0,176,1 week ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9917,0.9878,0.0077,0.0045,1.0,99.84,1,63,5 days ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,4,positive,0.624,0.4991,0.2498,0.2511,0.75,67.82,1,190,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9938,0.9902,0.0072,0.0026,1.0,99.96,1,103,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,4,neutral,0.3744,0.108,0.5328,0.3592,0.75,53.85,0,176,1 week ago,Incentivized | Verified Purchaser
Samsung Galaxy S26 Ultra,5,positive,0.993,0.9893,0.0074,0.0033,1.0,99.92,1,61,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9912,0.9874,0.0076,0.005,1.0,99.82,1,94,,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9924,0.9883,0.0082,0.0035,1.0,99.88,1,94,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9899,0.984,0.0117,0.0043,1.0,99.74,1,60,4 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9937,0.9899,0.0075,0.0026,1.0,99.96,1,91,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9937,0.9903,0.0069,0.0028,1.0,99.96,1,58,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9939,0.9905,0.0069,0.0027,1.0,99.97,1,56,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9899,0.9846,0.0106,0.0048,1.0,99.74,1,90,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9879,0.9798,0.0163,0.0039,1.0,99.63,1,88,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9898,0.9825,0.0145,0.003,1.0,99.74,1,57,2 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,negative,0.0861,0.0142,0.1438,0.842,1.0,49.16,0,89,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9823,0.9723,0.02,0.0077,1.0,99.32,1,90,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9781,0.9593,0.0376,0.0031,1.0,99.08,1,88,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9919,0.9864,0.0109,0.0027,1.0,99.85,1,88,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9515,0.9298,0.0435,0.0267,1.0,97.59,1,88,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9912,0.986,0.0103,0.0037,1.0,99.82,1,89,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9848,0.9743,0.0209,0.0047,1.0,99.46,1,85,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,4,negative,0.0606,0.0134,0.0945,0.8921,0.75,36.29,0,180,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9909,0.9857,0.0104,0.0039,1.0,99.8,1,71,1 week ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9724,0.9491,0.0465,0.0044,1.0,98.76,1,83,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9911,0.9862,0.0099,0.0039,1.0,99.81,1,82,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9923,0.9882,0.0082,0.0036,1.0,99.88,1,52,4 days ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9916,0.9872,0.009,0.0039,1.0,99.84,1,67,1 week ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9881,0.9796,0.017,0.0034,1.0,99.64,1,82,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9915,0.9858,0.0113,0.0029,1.0,99.83,1,75,2 weeks ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9923,0.9878,0.0089,0.0033,1.0,99.88,1,50,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9895,0.9831,0.0128,0.0041,1.0,99.72,1,71,1 week ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9873,0.9791,0.0163,0.0046,1.0,99.6,1,71,1 week ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9901,0.9839,0.0124,0.0037,1.0,99.75,1,50,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9896,0.9833,0.0126,0.004,1.0,99.73,1,50,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.977,0.9623,0.0293,0.0084,1.0,99.02,1,50,4 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9894,0.983,0.0127,0.0043,1.0,99.71,1,81,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9875,0.9792,0.0167,0.0041,1.0,99.61,1,73,2 weeks ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9739,0.951,0.0457,0.0032,1.0,98.85,1,81,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9763,0.9578,0.0369,0.0053,1.0,98.98,1,80,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9914,0.9862,0.0102,0.0035,1.0,99.83,1,75,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9901,0.9838,0.0127,0.0035,1.0,99.75,1,75,1 month ago,Incentivized | Verified Purchaser | Owned for less than 1 week
Samsung Galaxy S26 Ultra,5,positive,0.994,0.9909,0.0063,0.0029,1.0,99.97,1,78,2 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9922,0.9869,0.0106,0.0026,1.0,99.87,1,75,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9933,0.9892,0.0083,0.0026,1.0,99.93,1,77,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9906,0.9857,0.0099,0.0044,1.0,99.78,1,77,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9924,0.9887,0.0074,0.0039,1.0,99.88,1,76,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9451,0.9041,0.0821,0.0139,1.0,97.24,1,84,3 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,4,positive,0.9222,0.8646,0.1151,0.0202,0.75,84.51,1,125,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9882,0.9809,0.0144,0.0046,1.0,99.65,1,75,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9898,0.9852,0.0093,0.0055,1.0,99.74,1,61,1 week ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9899,0.9842,0.0115,0.0043,1.0,99.74,1,55,1 week ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9924,0.987,0.0108,0.0022,1.0,99.88,1,72,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9896,0.9846,0.0101,0.0053,1.0,99.73,1,78,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9892,0.9821,0.0142,0.0037,1.0,99.7,1,70,2 weeks ago,Incentivized | Verified Purchaser
Samsung Galaxy S26 Ultra,5,positive,0.9823,0.9721,0.0204,0.0076,1.0,99.32,1,71,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.992,0.988,0.0081,0.004,1.0,99.86,1,81,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9869,0.9786,0.0166,0.0048,1.0,99.57,1,91,1 month ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9923,0.9879,0.0088,0.0033,1.0,99.88,1,68,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,3,negative,0.352,0.2187,0.2664,0.5148,0.5,41.15,1,390,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9904,0.9844,0.0121,0.0035,1.0,99.77,1,66,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9893,0.982,0.0146,0.0034,1.0,99.71,1,83,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9915,0.9879,0.0073,0.0048,1.0,99.83,1,59,1 week ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9863,0.9766,0.0193,0.0041,1.0,99.54,1,60,1 month ago,Incentivized | Verified Purchaser | Owned for less than 1 week
Samsung Galaxy S26 Ultra,5,positive,0.9919,0.987,0.0098,0.0032,1.0,99.85,1,70,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9903,0.9842,0.0121,0.0036,1.0,99.76,1,68,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9903,0.9845,0.0117,0.0038,1.0,99.76,1,56,1 week ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9922,0.9878,0.0088,0.0034,1.0,99.87,1,72,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9914,0.9875,0.0077,0.0048,1.0,99.83,1,82,3 weeks ago,Incentivized | Verified Purchaser | Owned for 1 week
Samsung Galaxy S26 Ultra,4,negative,0.2591,0.0835,0.3512,0.5653,0.75,47.39,0,116,5 days ago,Incentivized | Verified Purchaser | Owned for 1 month
Samsung Galaxy S26 Ultra,5,positive,0.9922,0.9874,0.0097,0.0029,1.0,99.87,1,67,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.8692,0.7483,0.2419,0.0098,1.0,92.99,1,54,1 week ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9933,0.9898,0.0069,0.0033,1.0,99.93,1,65,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9912,0.9863,0.0098,0.0039,1.0,99.82,1,64,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9811,0.9653,0.0316,0.0031,1.0,99.25,1,64,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,4,negative,0.2491,0.0892,0.3197,0.5911,0.75,46.83,0,148,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9885,0.9807,0.0156,0.0037,1.0,99.66,1,68,3 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9724,0.9538,0.0373,0.0089,1.0,98.76,1,51,,Incentivized | Verified Purchaser | Owned for 2 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9925,0.9886,0.0077,0.0037,1.0,99.89,1,62,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.989,0.9824,0.0132,0.0044,1.0,99.69,1,58,2 weeks ago,Incentivized | Verified Purchaser | Owned for 3 weeks
Samsung Galaxy S26 Ultra,5,positive,0.9916,0.9884,0.0065,0.0051,1.0,99.84,1,61,2 weeks ago,Incentivized | Verified Purchaser | Owned for 2 weeks
